s,x,y,kappa,n_l,n_r
0.56,0.688,0.042,0.033,0.575,0.571
0.57,0.698,0.043,0.033,0.574,0.57
0.58,0.708,0.043,0.032,0.574,0.57
0.59,0.718,0.044,0.031,0.573,0.569
0.6,0.728,0.044,0.03,0.573,0.569
0.61,0.738,0.045,0.029,0.572,0.568
0.62,0.748,0.045,0.028,0.572,0.568
0.63,0.758,0.046,0.028,0.571,0.567
0.64,0.768,0.046,0.027,0.571,0.567
0.65,0.778,0.047,0.026,0.57,0.566
0.66,0.788,0.048,0.025,0.57,0.566
0.67,0.798,0.048,0.025,0.569,0.565
0.68,0.808,0.049,0.024,0.569,0.564
0.69,0.818,0.049,0.023,0.568,0.564
0.7,0.828,0.05,0.023,0.568,0.563
0.71,0.838,0.051,0.022,0.568,0.563
0.72,0.848,0.051,0.022,0.567,0.562
0.73,0.858,0.052,0.021,0.567,0.561
0.74,0.868,0.052,0.02,0.566,0.561
0.75,0.878,0.053,0.02,0.566,0.56
0.76,0.888,0.054,0.019,0.565,0.56
0.77,0.898,0.054,0.019,0.565,0.559
0.78,0.908,0.055,0.018,0.565,0.559
0.79,0.918,0.055,0.017,0.564,0.559
0.8,0.928,0.056,0.017,0.564,0.558
0.81,0.938,0.057,0.016,0.563,0.558
0.82,0.948,0.057,0.016,0.563,0.558
0.83,0.957,0.058,0.015,0.562,0.558
0.84,0.967,0.058,0.015,0.562,0.558
0.85,0.977,0.059,0.014,0.561,0.558
0.86,0.987,0.06,0.014,0.56,0.558
0.87,0.997,0.06,0.013,0.56,0.558
0.88,1.007,0.061,0.013,0.559,0.558
0.89,1.017,0.062,0.013,0.558,0.558
0.9,1.027,0.062,0.012,0.558,0.559
0.91,1.037,0.063,0.012,0.557,0.559
0.92,1.047,0.063,0.011,0.556,0.559
0.93,1.057,0.064,0.011,0.555,0.559
0.94,1.067,0.065,0.011,0.555,0.56
0.95,1.077,0.065,0.01,0.554,0.56
0.96,1.087,0.066,0.01,0.553,0.56
0.97,1.097,0.067,0.009,0.552,0.56
0.98,1.107,0.067,0.009,0.552,0.561
0.99,1.117,0.068,0.009,0.551,0.561
1.0,1.127,0.068,0.008,0.55,0.561
1.01,1.137,0.069,0.008,0.55,0.561
1.02,1.147,0.07,0.008,0.549,0.562
1.03,1.157,0.07,0.007,0.548,0.562
1.04,1.167,0.071,0.007,0.548,0.562
1.05,1.177,0.072,0.007,0.547,0.562
1.06,1.187,0.072,0.006,0.547,0.562
1.07,1.197,0.073,0.006,0.547,0.562
1.08,1.207,0.074,0.006,0.546,0.563
1.09,1.217,0.074,0.005,0.546,0.563
1.1,1.227,0.075,0.005,0.546,0.563
1.11,1.237,0.076,0.005,0.546,0.563
1.12,1.247,0.076,0.005,0.545,0.563
1.13,1.257,0.077,0.004,0.545,0.563
1.14,1.267,0.077,0.004,0.545,0.563
1.15,1.277,0.078,0.004,0.546,0.563
1.16,1.287,0.079,0.004,0.546,0.563
1.17,1.297,0.079,0.003,0.546,0.563
1.18,1.307,0.08,0.003,0.546,0.563
1.19,1.317,0.081,0.003,0.546,0.563
1.2,1.327,0.081,0.003,0.547,0.563
1.21,1.337,0.082,0.003,0.547,0.563
1.22,1.347,0.083,0.002,0.548,0.562
1.23,1.357,0.083,0.002,0.548,0.562
1.24,1.367,0.084,0.002,0.549,0.562
1.25,1.377,0.085,0.002,0.549,0.562
1.26,1.387,0.085,0.002,0.55,0.562
1.27,1.397,0.086,0.001,0.551,0.562
1.28,1.407,0.087,0.001,0.551,0.561
1.29,1.417,0.087,0.001,0.552,0.561
1.3,1.427,0.088,0.001,0.553,0.561
1.31,1.437,0.088,0.001,0.554,0.561
1.32,1.446,0.089,0.001,0.554,0.56
1.33,1.456,0.09,0.001,0.555,0.56
1.34,1.466,0.09,0.001,0.556,0.56
1.35,1.476,0.091,0.0,0.557,0.559
1.36,1.486,0.092,0.0,0.557,0.559
1.37,1.496,0.092,0.0,0.558,0.559
1.38,1.506,0.093,0.0,0.559,0.558
1.39,1.516,0.094,0.0,0.56,0.558
1.4,1.526,0.094,0.0,0.561,0.558
1.41,1.536,0.095,0.0,0.561,0.557
1.42,1.546,0.096,-0.0,0.562,0.557
1.43,1.556,0.096,-0.0,0.563,0.557
1.44,1.566,0.097,-0.0,0.564,0.556
1.45,1.576,0.098,-0.0,0.564,0.556
1.46,1.586,0.098,-0.0,0.565,0.556
1.47,1.596,0.099,-0.0,0.566,0.556
1.48,1.606,0.099,-0.0,0.567,0.555
1.49,1.616,0.1,-0.0,0.568,0.555
1.5,1.626,0.101,-0.0,0.568,0.555
1.51,1.636,0.101,0.0,0.569,0.555
1.52,1.646,0.102,0.0,0.57,0.554
1.53,1.656,0.103,0.0,0.571,0.554
1.54,1.666,0.103,0.0,0.572,0.554
1.55,1.676,0.104,0.0,0.573,0.554
1.56,1.686,0.105,0.0,0.574,0.554
1.57,1.696,0.105,0.0,0.575,0.554
1.58,1.706,0.106,0.0,0.575,0.554
1.59,1.716,0.107,0.001,0.576,0.554
1.6,1.726,0.107,0.001,0.577,0.554
1.61,1.736,0.108,0.001,0.578,0.554
1.62,1.746,0.109,0.001,0.579,0.554
1.63,1.756,0.109,0.001,0.579,0.554
1.64,1.766,0.11,0.001,0.58,0.554
1.65,1.776,0.11,0.001,0.581,0.554
1.66,1.786,0.111,0.002,0.581,0.554
1.67,1.796,0.112,0.002,0.582,0.554
1.68,1.806,0.112,0.002,0.582,0.554
1.69,1.816,0.113,0.002,0.582,0.554
1.7,1.826,0.114,0.002,0.582,0.554
1.71,1.836,0.114,0.002,0.583,0.554
1.72,1.846,0.115,0.003,0.583,0.554
1.73,1.856,0.116,0.003,0.583,0.554
1.74,1.866,0.116,0.003,0.583,0.553
1.75,1.876,0.117,0.003,0.582,0.553
1.76,1.886,0.118,0.004,0.582,0.553
1.77,1.896,0.118,0.004,0.582,0.553
1.78,1.906,0.119,0.004,0.582,0.553
1.79,1.916,0.12,0.004,0.581,0.552
1.8,1.925,0.12,0.004,0.581,0.552
1.81,1.935,0.121,0.005,0.58,0.552
1.82,1.945,0.122,0.005,0.58,0.552
1.83,1.955,0.122,0.005,0.579,0.551
1.84,1.965,0.123,0.006,0.579,0.551
1.85,1.975,0.124,0.006,0.578,0.551
1.86,1.985,0.124,0.006,0.577,0.551
1.87,1.995,0.125,0.006,0.576,0.551
1.88,2.005,0.126,0.007,0.576,0.551
1.89,2.015,0.126,0.007,0.575,0.551
1.9,2.025,0.127,0.007,0.574,0.552
1.91,2.035,0.127,0.008,0.573,0.552
1.92,2.045,0.128,0.008,0.572,0.552
1.93,2.055,0.129,0.008,0.571,0.553
1.94,2.065,0.129,0.009,0.57,0.553
1.95,2.075,0.13,0.009,0.569,0.553
1.96,2.085,0.131,0.009,0.568,0.554
1.97,2.095,0.131,0.009,0.567,0.554
1.98,2.105,0.132,0.01,0.566,0.555
1.99,2.115,0.133,0.01,0.565,0.555
2.0,2.125,0.133,0.01,0.564,0.556
2.01,2.135,0.134,0.011,0.563,0.556
2.02,2.145,0.135,0.011,0.562,0.557
2.03,2.155,0.135,0.011,0.56,0.557
2.04,2.165,0.136,0.011,0.559,0.558
2.05,2.175,0.137,0.012,0.558,0.558
2.06,2.185,0.137,0.012,0.557,0.558
2.07,2.195,0.138,0.012,0.556,0.559
2.08,2.205,0.139,0.013,0.554,0.559
2.09,2.215,0.14,0.013,0.553,0.559
2.1,2.225,0.14,0.013,0.552,0.56
2.11,2.235,0.141,0.014,0.55,0.56
2.12,2.245,0.142,0.014,0.549,0.56
2.13,2.255,0.142,0.014,0.548,0.56
2.14,2.265,0.143,0.015,0.546,0.56
2.15,2.275,0.144,0.015,0.545,0.56
2.16,2.285,0.144,0.015,0.544,0.56
2.17,2.295,0.145,0.016,0.542,0.56
2.18,2.305,0.146,0.016,0.541,0.56
2.19,2.315,0.146,0.016,0.54,0.56
2.2,2.325,0.147,0.016,0.539,0.559
2.21,2.335,0.148,0.017,0.537,0.559
2.22,2.345,0.148,0.017,0.536,0.559
2.23,2.355,0.149,0.017,0.535,0.559
2.24,2.364,0.15,0.017,0.534,0.559
2.25,2.374,0.151,0.017,0.533,0.558
2.26,2.384,0.151,0.017,0.532,0.558
2.27,2.394,0.152,0.018,0.531,0.558
2.28,2.404,0.153,0.018,0.53,0.558
2.29,2.414,0.153,0.018,0.529,0.557
2.3,2.424,0.154,0.018,0.528,0.557
2.31,2.434,0.155,0.018,0.527,0.557
2.32,2.444,0.156,0.018,0.526,0.556
2.33,2.454,0.156,0.019,0.525,0.556
2.34,2.464,0.157,0.019,0.525,0.556
2.35,2.474,0.158,0.019,0.524,0.555
2.36,2.484,0.158,0.019,0.523,0.555
2.37,2.494,0.159,0.019,0.522,0.555
2.38,2.504,0.16,0.02,0.522,0.554
2.39,2.514,0.161,0.02,0.521,0.554
2.4,2.524,0.161,0.02,0.52,0.554
2.41,2.534,0.162,0.02,0.52,0.553
2.42,2.544,0.163,0.02,0.519,0.553
2.43,2.554,0.164,0.02,0.518,0.552
2.44,2.564,0.164,0.02,0.518,0.552
2.45,2.574,0.165,0.02,0.517,0.552
2.46,2.584,0.166,0.02,0.517,0.551
2.47,2.594,0.166,0.02,0.516,0.551
2.48,2.604,0.167,0.02,0.515,0.55
2.49,2.614,0.168,0.02,0.515,0.55
2.5,2.624,0.169,0.02,0.514,0.55
2.51,2.634,0.169,0.02,0.514,0.549
2.52,2.644,0.17,0.02,0.514,0.549
2.53,2.654,0.171,0.02,0.513,0.549
2.54,2.664,0.172,0.02,0.513,0.549
2.55,2.674,0.172,0.019,0.513,0.549
2.56,2.684,0.173,0.019,0.513,0.548
2.57,2.694,0.174,0.019,0.513,0.548
2.58,2.704,0.175,0.019,0.513,0.548
2.59,2.714,0.176,0.019,0.513,0.548
2.6,2.724,0.176,0.019,0.513,0.548
2.61,2.733,0.177,0.018,0.513,0.548
2.62,2.743,0.178,0.018,0.514,0.548
2.63,2.753,0.179,0.018,0.514,0.548
2.64,2.763,0.179,0.018,0.515,0.547
2.65,2.773,0.18,0.018,0.515,0.547
2.66,2.783,0.181,0.017,0.516,0.547
2.67,2.793,0.182,0.017,0.517,0.547
2.68,2.803,0.183,0.017,0.517,0.547
2.69,2.813,0.183,0.017,0.518,0.547
2.7,2.823,0.184,0.016,0.519,0.547
2.71,2.833,0.185,0.016,0.52,0.546
2.72,2.843,0.186,0.016,0.521,0.546
2.73,2.853,0.186,0.016,0.522,0.546
2.74,2.863,0.187,0.015,0.524,0.546
2.75,2.873,0.188,0.015,0.525,0.546
2.76,2.883,0.189,0.015,0.526,0.545
2.77,2.893,0.19,0.015,0.527,0.545
2.78,2.903,0.19,0.014,0.528,0.545
2.79,2.913,0.191,0.014,0.529,0.545
2.8,2.923,0.192,0.014,0.53,0.545
2.81,2.933,0.193,0.013,0.532,0.544
2.82,2.943,0.194,0.013,0.533,0.544
2.83,2.953,0.194,0.013,0.534,0.544
2.84,2.963,0.195,0.012,0.535,0.544
2.85,2.973,0.196,0.012,0.536,0.544
2.86,2.983,0.197,0.012,0.537,0.544
2.87,2.993,0.198,0.011,0.538,0.544
2.88,3.003,0.199,0.011,0.539,0.544
2.89,3.013,0.199,0.01,0.54,0.544
2.9,3.023,0.2,0.01,0.541,0.545
2.91,3.033,0.201,0.01,0.542,0.545
2.92,3.043,0.202,0.009,0.543,0.545
2.93,3.052,0.203,0.009,0.544,0.545
2.94,3.062,0.203,0.008,0.545,0.546
2.95,3.072,0.204,0.008,0.546,0.546
2.96,3.082,0.205,0.008,0.547,0.547
2.97,3.092,0.206,0.007,0.548,0.547
2.98,3.102,0.207,0.007,0.549,0.548
2.99,3.112,0.207,0.007,0.55,0.548
3.0,3.122,0.208,0.006,0.551,0.549
3.01,3.132,0.209,0.006,0.552,0.549
3.02,3.142,0.21,0.006,0.553,0.55
3.03,3.152,0.211,0.005,0.554,0.551
3.04,3.162,0.212,0.005,0.555,0.551
3.05,3.172,0.212,0.005,0.556,0.552
3.06,3.182,0.213,0.004,0.557,0.552
3.07,3.192,0.214,0.004,0.558,0.553
3.08,3.202,0.215,0.004,0.56,0.554
3.09,3.212,0.216,0.003,0.561,0.554
3.1,3.222,0.217,0.003,0.562,0.555
3.11,3.232,0.217,0.003,0.563,0.555
3.12,3.242,0.218,0.002,0.564,0.556
3.13,3.252,0.219,0.002,0.565,0.556
3.14,3.262,0.22,0.002,0.566,0.557
3.15,3.272,0.221,0.001,0.567,0.557
3.16,3.282,0.222,0.001,0.568,0.558
3.17,3.292,0.222,0.001,0.569,0.558
3.18,3.302,0.223,0.0,0.571,0.559
3.19,3.312,0.224,0.0,0.572,0.559
3.2,3.322,0.225,0.0,0.573,0.559
3.21,3.332,0.226,-0.0,0.573,0.56
3.22,3.341,0.227,-0.0,0.574,0.56
3.23,3.351,0.227,-0.001,0.575,0.56
3.24,3.361,0.228,-0.001,0.576,0.561
3.25,3.371,0.229,-0.001,0.577,0.561
3.26,3.381,0.23,-0.001,0.578,0.561
3.27,3.391,0.231,-0.001,0.579,0.562
3.28,3.401,0.231,-0.002,0.579,0.562
3.29,3.411,0.232,-0.002,0.58,0.562
3.3,3.421,0.233,-0.002,0.581,0.562
3.31,3.431,0.234,-0.002,0.582,0.563
3.32,3.441,0.235,-0.002,0.582,0.563
3.33,3.451,0.236,-0.002,0.583,0.563
3.34,3.461,0.236,-0.002,0.584,0.563
3.35,3.471,0.237,-0.002,0.584,0.564
3.36,3.481,0.238,-0.002,0.585,0.564
3.37,3.491,0.239,-0.002,0.586,0.564
3.38,3.501,0.24,-0.002,0.586,0.564
3.39,3.511,0.241,-0.002,0.587,0.564
3.4,3.521,0.241,-0.002,0.587,0.564
3.41,3.531,0.242,-0.002,0.588,0.565
3.42,3.541,0.243,-0.002,0.588,0.565
3.43,3.551,0.244,-0.002,0.589,0.565
3.44,3.561,0.245,-0.002,0.589,0.565
3.45,3.571,0.246,-0.002,0.59,0.565
3.46,3.581,0.246,-0.002,0.59,0.566
3.47,3.591,0.247,-0.002,0.59,0.566
3.48,3.601,0.248,-0.001,0.591,0.566
3.49,3.611,0.249,-0.001,0.591,0.566
3.5,3.621,0.25,-0.001,0.591,0.566
3.51,3.63,0.25,-0.001,0.592,0.567
3.52,3.64,0.251,-0.001,0.592,0.567
3.53,3.65,0.252,-0.001,0.592,0.567
3.54,3.66,0.253,-0.0,0.592,0.568
3.55,3.67,0.254,-0.0,0.593,0.568
3.56,3.68,0.255,0.0,0.593,0.568
3.57,3.69,0.255,0.001,0.593,0.569
3.58,3.7,0.256,0.001,0.593,0.569
3.59,3.71,0.257,0.001,0.594,0.57
3.6,3.72,0.258,0.002,0.594,0.57
3.61,3.73,0.259,0.002,0.594,0.571
3.62,3.74,0.26,0.003,0.595,0.571
3.63,3.75,0.26,0.003,0.595,0.572
3.64,3.76,0.261,0.004,0.595,0.572
3.65,3.77,0.262,0.004,0.596,0.573
3.66,3.78,0.263,0.005,0.596,0.573
3.67,3.79,0.264,0.005,0.596,0.574
3.68,3.8,0.264,0.006,0.597,0.575
3.69,3.81,0.265,0.006,0.597,0.575
3.7,3.82,0.266,0.007,0.597,0.576
3.71,3.83,0.267,0.008,0.597,0.576
3.72,3.84,0.268,0.008,0.598,0.577
3.73,3.85,0.269,0.009,0.598,0.577
3.74,3.86,0.269,0.009,0.598,0.578
3.75,3.87,0.27,0.01,0.598,0.578
3.76,3.88,0.271,0.011,0.598,0.579
3.77,3.89,0.272,0.012,0.598,0.579
3.78,3.9,0.273,0.012,0.598,0.579
3.79,3.91,0.274,0.013,0.598,0.58
3.8,3.919,0.274,0.014,0.597,0.58
3.81,3.929,0.275,0.015,0.597,0.58
3.82,3.939,0.276,0.015,0.597,0.58
3.83,3.949,0.277,0.016,0.596,0.58
3.84,3.959,0.278,0.017,0.596,0.58
3.85,3.969,0.279,0.018,0.596,0.58
3.86,3.979,0.279,0.019,0.595,0.58
3.87,3.989,0.28,0.02,0.594,0.58
3.88,3.999,0.281,0.021,0.594,0.58
3.89,4.009,0.282,0.022,0.593,0.58
3.9,4.019,0.283,0.023,0.593,0.58
3.91,4.029,0.284,0.024,0.592,0.58
3.92,4.039,0.285,0.025,0.591,0.58
3.93,4.049,0.285,0.026,0.591,0.58
3.94,4.059,0.286,0.027,0.59,0.58
3.95,4.069,0.287,0.028,0.589,0.58
3.96,4.079,0.288,0.03,0.588,0.58
3.97,4.089,0.289,0.031,0.588,0.58
3.98,4.099,0.29,0.032,0.587,0.581
3.99,4.109,0.291,0.033,0.586,0.581
4.0,4.119,0.292,0.035,0.586,0.581
4.01,4.129,0.292,0.036,0.585,0.581
4.02,4.139,0.293,0.037,0.584,0.582
4.03,4.149,0.294,0.038,0.584,0.582
4.04,4.159,0.295,0.04,0.583,0.583
4.05,4.169,0.296,0.041,0.583,0.583
4.06,4.179,0.297,0.043,0.582,0.584
4.07,4.188,0.298,0.044,0.582,0.585
4.08,4.198,0.299,0.045,0.581,0.585
4.09,4.208,0.3,0.047,0.581,0.586
4.1,4.218,0.301,0.048,0.58,0.587
4.11,4.228,0.302,0.05,0.58,0.588
4.12,4.238,0.303,0.051,0.58,0.589
4.13,4.248,0.303,0.052,0.579,0.589
4.14,4.258,0.304,0.054,0.579,0.59
4.15,4.268,0.305,0.055,0.579,0.591
4.16,4.278,0.306,0.057,0.579,0.592
4.17,4.288,0.307,0.058,0.578,0.593
4.18,4.298,0.308,0.06,0.578,0.594
4.19,4.308,0.309,0.061,0.578,0.595
4.2,4.318,0.31,0.063,0.578,0.596
4.21,4.328,0.311,0.064,0.578,0.597
4.22,4.338,0.312,0.066,0.578,0.598
4.23,4.348,0.313,0.068,0.578,0.599
4.24,4.358,0.314,0.069,0.578,0.6
4.25,4.368,0.315,0.071,0.578,0.601
4.26,4.378,0.316,0.073,0.578,0.601
4.27,4.388,0.317,0.075,0.578,0.602
4.28,4.397,0.318,0.076,0.578,0.603
4.29,4.407,0.319,0.078,0.578,0.604
4.3,4.417,0.32,0.08,0.578,0.605
4.31,4.427,0.321,0.082,0.578,0.606
4.32,4.437,0.322,0.083,0.578,0.607
4.33,4.447,0.324,0.085,0.578,0.608
4.34,4.457,0.325,0.087,0.577,0.609
4.35,4.467,0.326,0.089,0.577,0.61
4.36,4.477,0.327,0.09,0.577,0.611
4.37,4.487,0.328,0.092,0.576,0.612
4.38,4.497,0.329,0.094,0.576,0.613
4.39,4.507,0.33,0.096,0.575,0.613
4.4,4.517,0.331,0.098,0.575,0.614
4.41,4.527,0.332,0.1,0.574,0.615
4.42,4.537,0.334,0.102,0.573,0.615
4.43,4.547,0.335,0.103,0.573,0.616
4.44,4.557,0.336,0.105,0.572,0.617
4.45,4.566,0.337,0.107,0.571,0.617
4.46,4.576,0.338,0.109,0.57,0.618
4.47,4.586,0.339,0.111,0.569,0.618
4.48,4.596,0.341,0.113,0.568,0.618
4.49,4.606,0.342,0.115,0.567,0.619
4.5,4.616,0.343,0.117,0.566,0.619
4.51,4.626,0.344,0.119,0.565,0.619
4.52,4.636,0.346,0.121,0.564,0.62
4.53,4.646,0.347,0.123,0.563,0.62
4.54,4.656,0.348,0.125,0.562,0.62
4.55,4.666,0.35,0.127,0.561,0.62
4.56,4.676,0.351,0.129,0.56,0.62
4.57,4.685,0.352,0.131,0.559,0.62
4.58,4.695,0.354,0.133,0.558,0.62
4.59,4.705,0.355,0.135,0.557,0.62
4.6,4.715,0.356,0.137,0.557,0.62
4.61,4.725,0.358,0.139,0.556,0.62
4.62,4.735,0.359,0.141,0.555,0.621
4.63,4.745,0.36,0.143,0.554,0.621
4.64,4.755,0.362,0.145,0.554,0.621
4.65,4.765,0.363,0.147,0.553,0.621
4.66,4.775,0.365,0.149,0.553,0.622
4.67,4.784,0.366,0.151,0.552,0.622
4.68,4.794,0.368,0.153,0.552,0.622
4.69,4.804,0.369,0.155,0.551,0.623
4.7,4.814,0.371,0.158,0.551,0.623
4.71,4.824,0.372,0.16,0.551,0.624
4.72,4.834,0.374,0.162,0.551,0.624
4.73,4.844,0.375,0.164,0.551,0.625
4.74,4.854,0.377,0.166,0.55,0.626
4.75,4.864,0.378,0.168,0.55,0.626
4.76,4.873,0.38,0.17,0.55,0.627
4.77,4.883,0.382,0.173,0.55,0.628
4.78,4.893,0.383,0.175,0.55,0.629
4.79,4.903,0.385,0.177,0.55,0.63
4.8,4.913,0.387,0.179,0.55,0.63
4.81,4.923,0.388,0.181,0.55,0.631
4.82,4.933,0.39,0.183,0.55,0.632
4.83,4.942,0.392,0.185,0.55,0.633
4.84,4.952,0.394,0.187,0.55,0.634
4.85,4.962,0.395,0.189,0.55,0.634
4.86,4.972,0.397,0.192,0.55,0.635
4.87,4.982,0.399,0.194,0.55,0.636
4.88,4.992,0.401,0.196,0.55,0.636
4.89,5.001,0.403,0.199,0.55,0.637
4.9,5.011,0.404,0.201,0.55,0.638
4.91,5.021,0.406,0.203,0.549,0.638
4.92,5.031,0.408,0.205,0.549,0.639
4.93,5.041,0.41,0.207,0.549,0.639
4.94,5.051,0.412,0.21,0.549,0.639
4.95,5.06,0.414,0.212,0.549,0.64
4.96,5.07,0.416,0.214,0.549,0.64
4.97,5.08,0.418,0.217,0.549,0.641
4.98,5.09,0.42,0.219,0.549,0.641
4.99,5.1,0.422,0.222,0.549,0.642
5.0,5.109,0.424,0.224,0.549,0.642
5.01,5.119,0.426,0.227,0.55,0.642
5.02,5.129,0.428,0.229,0.55,0.643
5.03,5.139,0.43,0.232,0.551,0.643
5.04,5.148,0.433,0.235,0.551,0.644
5.05,5.158,0.435,0.237,0.552,0.644
5.06,5.168,0.437,0.24,0.553,0.645
5.07,5.178,0.439,0.243,0.553,0.645
5.08,5.187,0.442,0.246,0.554,0.646
5.09,5.197,0.444,0.249,0.555,0.646
5.1,5.207,0.446,0.252,0.557,0.647
5.11,5.217,0.448,0.255,0.558,0.647
5.12,5.226,0.451,0.258,0.559,0.648
5.13,5.236,0.453,0.261,0.561,0.648
5.14,5.246,0.456,0.264,0.562,0.649
5.15,5.255,0.458,0.268,0.564,0.649
5.16,5.265,0.46,0.272,0.566,0.65
5.17,5.275,0.463,0.276,0.568,0.65
5.18,5.285,0.465,0.279,0.569,0.651
5.19,5.294,0.468,0.283,0.571,0.651
5.2,5.304,0.47,0.288,0.573,0.652
5.21,5.314,0.473,0.292,0.575,0.652
5.22,5.323,0.476,0.297,0.577,0.653
5.23,5.333,0.478,0.301,0.579,0.653
5.24,5.342,0.481,0.307,0.582,0.653
5.25,5.352,0.484,0.312,0.584,0.654
5.26,5.362,0.486,0.318,0.586,0.654
5.27,5.371,0.489,0.324,0.588,0.655
5.28,5.381,0.492,0.33,0.59,0.655
5.29,5.391,0.495,0.337,0.592,0.656
5.3,5.4,0.498,0.344,0.594,0.656
5.31,5.41,0.501,0.352,0.596,0.657
5.32,5.419,0.503,0.36,0.598,0.658
5.33,5.429,0.506,0.369,0.6,0.658
5.34,5.438,0.509,0.378,0.602,0.659
5.35,5.448,0.512,0.387,0.604,0.66
5.36,5.457,0.515,0.397,0.605,0.66
5.37,5.467,0.519,0.409,0.607,0.661
5.38,5.476,0.522,0.42,0.609,0.662
5.39,5.486,0.525,0.432,0.611,0.663
5.4,5.495,0.528,0.445,0.612,0.664
5.41,5.505,0.531,0.459,0.614,0.665
5.42,5.514,0.535,0.474,0.616,0.666
5.43,5.524,0.538,0.489,0.617,0.667
5.44,5.533,0.541,0.506,0.619,0.669
5.45,5.542,0.545,0.524,0.62,0.67
5.46,5.552,0.548,0.542,0.622,0.671
5.47,5.561,0.552,0.561,0.623,0.673
5.48,5.57,0.556,0.581,0.625,0.674
5.49,5.58,0.559,0.602,0.627,0.676
5.5,5.589,0.563,0.623,0.628,0.677
5.51,5.598,0.567,0.646,0.63,0.679
5.52,5.608,0.57,0.668,0.632,0.681
5.53,5.617,0.574,0.692,0.633,0.683
5.54,5.626,0.578,0.715,0.635,0.684
5.55,5.635,0.582,0.739,0.637,0.687
5.56,5.644,0.586,0.762,0.639,0.689
5.57,5.653,0.591,0.786,0.641,0.691
5.58,5.662,0.595,0.808,0.643,0.693
5.59,5.671,0.599,0.83,0.645,0.696
5.6,5.68,0.603,0.851,0.647,0.698
5.61,5.689,0.608,0.871,0.649,0.701
5.62,5.698,0.612,0.889,0.651,0.703
5.63,5.707,0.617,0.905,0.653,0.706
5.64,5.716,0.622,0.92,0.655,0.709
5.65,5.725,0.627,0.933,0.657,0.712
5.66,5.734,0.631,0.943,0.659,0.715
5.67,5.742,0.636,0.952,0.661,0.718
5.68,5.751,0.641,0.958,0.663,0.721
5.69,5.76,0.646,0.962,0.665,0.725
5.7,5.768,0.652,0.964,0.667,0.728
5.71,5.777,0.657,0.963,0.669,0.732
5.72,5.785,0.662,0.96,0.671,0.735
5.73,5.793,0.668,0.955,0.673,0.739
5.74,5.802,0.673,0.949,0.675,0.742
5.75,5.81,0.679,0.941,0.676,0.746
5.76,5.818,0.684,0.931,0.678,0.75
5.77,5.827,0.69,0.92,0.679,0.754
5.78,5.835,0.696,0.908,0.681,0.758
